rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
279	1	2	2	0.446083328626555	-139.293810565137	1	23.4727410935243	C47H91N2O6P	[M + H]+	TXFLWJQVQCDUDZ	InChI=1S/C47H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,20-21,38,40,45-46,50H,6-10,12,14-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/p+1	N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCC=CCCC)O	14.8000002	52931215;52931216;134769068;134769069	PubChem:(52931215 52931216 134769068 134769069);PubMed;CHEBI:(138578)	98	811.668090820313	592.689743041992	2896_ms2_res_3870
280	1	2	2	0.446083328626555	-139.293810565137	1	23.4727410935243	C47H91N2O6P	[M + H]+	TXFLWJQVQCDUDZ	InChI=1S/C47H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,20-21,38,40,45-46,50H,6-10,12,14-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/p+1	N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCC=CCCC)O	14.8000002	52931215;52931216;134769068;134769069	PubChem:(52931215 52931216 134769068 134769069);PubMed;CHEBI:(138578)	98	811.667541503906	571.002330780029	2786_ms2_res_3720
281	1	2	2	0.446083328626555	-139.293810565137	1	23.4727410935243	C47H91N2O6P	[M + H]+	TXFLWJQVQCDUDZ	InChI=1S/C47H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,20-21,38,40,45-46,50H,6-10,12,14-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/p+1	N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCC=CCCC)O	14.8000002	52931215;52931216;134769068;134769069	PubChem:(52931215 52931216 134769068 134769069);PubMed;CHEBI:(138578)	98	811.66796875	578.828544616699	2825_ms2_res_3774
282	1	2	2	0.446083328626555	-139.293810565137	1	23.4727410935243	C47H91N2O6P	[M + H]+	TXFLWJQVQCDUDZ	InChI=1S/C47H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,20-21,38,40,45-46,50H,6-10,12,14-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/p+1	N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCC=CCCC)O	14.8000002	52931215;52931216;134769068;134769069	PubChem:(52931215 52931216 134769068 134769069);PubMed;CHEBI:(138578)	98	811.668151855469	596.211776733398	2914_ms2_res_3894
283	1	2	2	0.446083328626555	-139.293810565137	1	23.4727410935243	C47H91N2O6P	[M + H]+	TXFLWJQVQCDUDZ	InChI=1S/C47H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,20-21,38,40,45-46,50H,6-10,12,14-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/p+1	N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCC=CCCC)O	14.8000002	52931215;52931216;134769068;134769069	PubChem:(52931215 52931216 134769068 134769069);PubMed;CHEBI:(138578)	98	811.667907714844	585.786266326904	2860_ms2_res_3822
284	1	2	2	0.446083328626555	-139.293810565137	1	23.4727410935243	C47H91N2O6P	[M + H]+	TXFLWJQVQCDUDZ	InChI=1S/C47H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,20-21,38,40,45-46,50H,6-10,12,14-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/p+1	N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCC=CCCC)O	14.8000002	52931215;52931216;134769068;134769069	PubChem:(52931215 52931216 134769068 134769069);PubMed;CHEBI:(138578)	98	811.667785644531	589.174003601074	2878_ms2_res_3846
285	1	2	2	0.436569711384775	-34.6982015511329	0.0849246231155779	65.8707062082271	C21H37NO5	[M - H2O + H]+	LVNITLZCNUEXQK	InChI=1S/C21H37NO5/c1-5-6-7-8-9-10-11-12-13-14-18(23)15-21(26)27-19(16-20(24)25)17-22(2,3)4/h9-10,12-13,18-19,23H,5-8,11,14-17H2,1-4H3/p+1	5-cis,8-cis-3-hydroxytetradecadienoylcarnitine	CCCCCC=CCC=CCC(CC(=O)OC(CC(=O)O)C[N+](C)(C)C)O	3.4000001	71464482;71464483	PubChem:(71464482 71464483);CHEBI:(73108)	34	366.263885498047	445.24603843689	2166_ms2_res_2888
286	1	2	2	0.432310960535617	-10.650767087372	1	52.008193484228	C4H4N2O2	[M + H]+	ISAKRJDGNUQOIC	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Hybar X	C1=CNC(=O)NC1=O	-0.829430223	1174;165414;6451479;12212751;12212752;12212755;10975456;11083870;10171240;11137134;11251987;20079977;16212029;16217569;21766164;21820682;23278348;25178219;53932415;58931967;76973003;89872844;91427995;101129199;101160899;101160901;102378177;101993523;102601786;124202703;129771708	HMDB:(300);SuperNatural:(SN00225949);ZINC bio:(ZINC00895045);additional;MeSH:(1174);Plantcyc:(URACIL);PubMed;NORMAN:(NS00002070);COCONUT:(CNP0279729 CNP0289236);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 12212751 12212752 12212755 10975456 11083870 10171240 11137134 11251987 20079977 16212029 16217569 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 102378177 101993523 102601786 124202703 129771708);CHEBI:(17568);PubChem class - bio and metabolites;KEGG:(C00106);PubChem class - safety and toxic;YMDB:(98);Training Set;PubChem class - drug;Biocyc:(URACIL)	121629054	113.034759521484	80.5816411972046	401_ms2_res_535
287	1	2	2	0.432310960535617	-10.650767087372	1	52.008193484228	C4H4N2O2	[M + H]+	ISAKRJDGNUQOIC	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Hybar X	C1=CNC(=O)NC1=O	-0.829430223	1174;165414;6451479;12212751;12212752;12212755;10975456;11083870;10171240;11137134;11251987;20079977;16212029;16217569;21766164;21820682;23278348;25178219;53932415;58931967;76973003;89872844;91427995;101129199;101160899;101160901;102378177;101993523;102601786;124202703;129771708	HMDB:(300);SuperNatural:(SN00225949);ZINC bio:(ZINC00895045);additional;MeSH:(1174);Plantcyc:(URACIL);PubMed;NORMAN:(NS00002070);COCONUT:(CNP0279729 CNP0289236);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 12212751 12212752 12212755 10975456 11083870 10171240 11137134 11251987 20079977 16212029 16217569 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 102378177 101993523 102601786 124202703 129771708);CHEBI:(17568);PubChem class - bio and metabolites;KEGG:(C00106);PubChem class - safety and toxic;YMDB:(98);Training Set;PubChem class - drug;Biocyc:(URACIL)	121629054	113.034744262695	87.7365231513977	436_ms2_res_582
288	1	2	2	0.432166171264174	-10.6543074790072	1	52.008193484228	C4H4N2O2	[M + H]+	ISAKRJDGNUQOIC	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Hybar X	C1=CNC(=O)NC1=O	-0.829430223	1174;165414;6451479;12212751;12212752;12212755;10975456;11083870;10171240;11137134;11251987;20079977;16212029;16217569;21766164;21820682;23278348;25178219;53932415;58931967;76973003;89872844;91427995;101129199;101160899;101160901;102378177;101993523;102601786;124202703;129771708	HMDB:(300);SuperNatural:(SN00225949);ZINC bio:(ZINC00895045);additional;MeSH:(1174);Plantcyc:(URACIL);PubMed;NORMAN:(NS00002070);COCONUT:(CNP0279729 CNP0289236);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 12212751 12212752 12212755 10975456 11083870 10171240 11137134 11251987 20079977 16212029 16217569 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 102378177 101993523 102601786 124202703 129771708);CHEBI:(17568);PubChem class - bio and metabolites;KEGG:(C00106);PubChem class - safety and toxic;YMDB:(98);Training Set;PubChem class - drug;Biocyc:(URACIL)	121629054	113.03475189209	84.0527844429016	418_ms2_res_558
289	1	2	2	0.432166171264174	-10.6543074790072	1	52.008193484228	C4H4N2O2	[M + H]+	ISAKRJDGNUQOIC	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Hybar X	C1=CNC(=O)NC1=O	-0.829430223	1174;165414;6451479;12212751;12212752;12212755;10975456;11083870;10171240;11137134;11251987;20079977;16212029;16217569;21766164;21820682;23278348;25178219;53932415;58931967;76973003;89872844;91427995;101129199;101160899;101160901;102378177;101993523;102601786;124202703;129771708	HMDB:(300);SuperNatural:(SN00225949);ZINC bio:(ZINC00895045);additional;MeSH:(1174);Plantcyc:(URACIL);PubMed;NORMAN:(NS00002070);COCONUT:(CNP0279729 CNP0289236);KNApSAcK:(1513);Natural Products:(UNPD158468);PubChem:(1174 165414 6451479 12212751 12212752 12212755 10975456 11083870 10171240 11137134 11251987 20079977 16212029 16217569 21766164 21820682 23278348 25178219 53932415 58931967 76973003 89872844 91427995 101129199 101160899 101160901 102378177 101993523 102601786 124202703 129771708);CHEBI:(17568);PubChem class - bio and metabolites;KEGG:(C00106);PubChem class - safety and toxic;YMDB:(98);Training Set;PubChem class - drug;Biocyc:(URACIL)	121629054	113.034744262695	76.9794201850891	383_ms2_res_511
290	1	2	2	0.431216956198516	-17.1066515063871	1	55.0972602648756	C5H11NO2	[M + H]+	KZSNJWFQEVHDMF	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	valinium	CC(C)C(C(=O)O)N	-0.246263295	1182;6287;71563;450561;450563;450608;5237032;5249995;5460778;5460779;5460780;5460782;5460783;10558606;10582777;10630469;10701819;6971018;6971095;10820516;12164856;12169458;10898704;10942401;13000923;13000932;13000937;13000940;13000941;10129939;11051625;10154046;10219417;11815847;11829420;11263496;11274992;16220099;25240090;25240264;25240306;25240814;46932040;54022222;55291455;57616913;57616900;57616925;59610605;59859246;59859251;58203010;71752902;71308955;71308958;87647253;88733505;90791724;89565427;90969676;90477514;90477619;102009866;102009869;102009871;101265969;101337152;102353919;117064718;118175751;123374060;124202801;130464403;129736630;129795394;131698531;131708713;129883848;139024043	HMDB:(883);PubChem class - food;SuperNatural:(SN00237484);ZINC bio:(ZINC00895099 ZINC00896156);additional;HSDB:(72-18-4);MeSH:(1182 6287);Plantcyc:(CPD-3642 VAL);PubMed;NORMAN:(NS00002500);COCONUT:(CNP0082278 CNP0152507);KNApSAcK:(1398);Natural Products:(UNPD88827);PubChem:(1182 6287 71563 450561 450563 450608 5237032 5249995 5460778 5460779 5460780 5460782 5460783 10558606 10582777 10630469 10701819 6971018 6971095 10820516 12164856 12169458 10898704 10942401 13000923 13000932 13000937 13000940 13000941 10129939 11051625 10154046 10219417 11815847 11829420 11263496 11274992 16220099 25240090 25240264 25240306 25240814 46932040 54022222 55291455 57616913 57616900 57616925 59610605 59859246 59859251 58203010 71752902 71308955 71308958 87647253 88733505 90791724 89565427 90969676 90477514 90477619 102009866 102009869 102009871 101265969 101337152 102353919 117064718 118175751 123374060 124202801 130464403 129736630 129795394 131698531 131708713 129883848 139024043);CHEBI:(87977 27477 74338 32856 16414 32852 57762 32860 32859 32855 32851 27266);PubChem class - bio and metabolites;KEGG:(C00183 C16436 C06417);PubChem class - safety and toxic;YMDB:(1000 152);Training Set;PubChem class - drug;Biocyc:(SMA-0000595 VAL CPD1UA-18 CPD-3642)	255847294	118.086471557617	116.494767665863	582_ms2_res_776
291	1	1	1	0.430633714692993	-31.9198149377085	1	39.4015664416486	C16H35NO3	[M + H]+	NRXUJAZUNGMPOW	InChI=1S/C16H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-17-16(13-18,14-19)15-20/h17-20H,2-15H2,1H3	1,3-Propanediol, 2-(dodecylamino)-2-(hydroxymethyl)-	CCCCCCCCCCCCNC(CO)(CO)CO	3.20000005	19742181	PubChem:(19742181)	2	290.268981933594	457.092161178589	2223_ms2_res_2964
292	1	2	2	0.428440617835097	-4.07835890115273	1	85.2588566255812	C11H11BrN2O2	[M + H]+	KZDNJQUJBMDHJW	InChI=1S/C11H11BrN2O2/c12-7-1-2-10-8(4-7)6(5-14-10)3-9(13)11(15)16/h1-2,4-5,9,14H,3,13H2,(H,15,16)	5-Bromotryptophan	C1=CC2=C(C=C1Br)C(=CN2)CC(C(=O)O)N	1.48153973	96735;644329;688350;6921693;6921694;17908952;44631736	NORMAN:(NS00046890);PubChem:(96735 644329 688350 6921693 6921694 17908952 44631736);CHEBI:(133686 133688);ZINC bio:(ZINC00057131 ZINC00057132);MeSH:(96735);Training Set;PubMed	286822	283.007629394531	294.316234588623	1440_ms2_res_1920
293	1	2	2	0.428371759198712	-6.39402129866214	1	172.283254071485	C23H34O2	[M + H]+	VCDLWFYODNTQOT	InChI=1S/C23H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25-2/h4-5,7-8,10-11,13-14,16-17,19-20H,3,6,9,12,15,18,21-22H2,1-2H3	Methyl DHA	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC	6.5	530333;5352978;6421262;16036675;45934051;49835105;87183849;95400993;124925319	SuperNatural:(SN00234975 SN00035204);ZINC bio:(ZINC64220095);additional;MeSH:(5352978 6421262);PubMed;COCONUT:(CNP0218458);Natural Products:(UNPD71231 UNPD218042 UNPD10274);PubChem:(530333 5352978 6421262 16036675 45934051 49835105 87183849 95400993 124925319);CHEBI:(143591);PubChem class - safety and toxic;Training Set;KEGG Mine	8660770918	343.260650634766	613.248481750488	3003_ms2_res_4012
294	1	2	2	0.428306947378722	-6.40330738248655	1	172.283254071485	C23H34O2	[M + H]+	VCDLWFYODNTQOT	InChI=1S/C23H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25-2/h4-5,7-8,10-11,13-14,16-17,19-20H,3,6,9,12,15,18,21-22H2,1-2H3	Methyl DHA	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC	6.5	530333;5352978;6421262;16036675;45934051;49835105;87183849;95400993;124925319	SuperNatural:(SN00234975 SN00035204);ZINC bio:(ZINC64220095);additional;MeSH:(5352978 6421262);PubMed;COCONUT:(CNP0218458);Natural Products:(UNPD71231 UNPD218042 UNPD10274);PubChem:(530333 5352978 6421262 16036675 45934051 49835105 87183849 95400993 124925319);CHEBI:(143591);PubChem class - safety and toxic;Training Set;KEGG Mine	8660770918	343.263031005859	602.001857757568	2945_ms2_res_3935
295	1	2	2	0.427900165896268	-10.5124291457211	1	44.65281995544	C17H23N3O3	[M + H]+	PITVQFJBUFDJDD	InChI=1S/C17H23N3O3/c1-3-10(2)15(17(22)23)20-16(21)13(18)8-11-9-19-14-7-5-4-6-12(11)14/h4-7,9-10,13,15,19H,3,8,18H2,1-2H3,(H,20,21)(H,22,23)	tryptophyl-L-isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N	1.58617413	47349;11681245;19816755;67935175;101109633	COCONUT:(CNP0210237);HMDB:(29086);PubChem:(47349 11681245 19816755 67935175 101109633);CHEBI:(141448);additional;Training Set	2637866	318.181213378906	297.474603652954	1455_ms2_res_1940
296	1	2	2	0.425812035529475	-15.6058213860421	1	52.2705964866673	C10H16N2O2	[M + H]+	XLUAWXQORJEMBD	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	Cyclo(-Pro-Val)	CC(C)C1C(=O)N2CCCC2C(=O)N1	0.800000012	98951;927560;6545869;6992260;6992261;10821724;21776426;102190978;102491879	COCONUT:(CNP0261443);KNApSAcK:(41466);Natural Products:(UNPD25943 UNPD46291 UNPD74085 UNPD137565);PubChem:(98951 927560 6545869 6992260 6992261 10821724 21776426 102190978 102491879);SuperNatural:(SN00002288 SN00001560 SN00002290 SN00002289);CHEBI:(69439);ZINC bio:(ZINC00517327 ZINC01564489 ZINC01564490 ZINC01564491);additional;MeSH:(98951 6992261);Training Set;PubMed	3727478	197.128814697266	243.1764793396	1196_ms2_res_1595
297	1	2	2	0.425634941622347	-15.6208890812824	1	52.2705964866673	C10H16N2O2	[M + H]+	XLUAWXQORJEMBD	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	Cyclo(-Pro-Val)	CC(C)C1C(=O)N2CCCC2C(=O)N1	0.800000012	98951;927560;6545869;6992260;6992261;10821724;21776426;102190978;102491879	COCONUT:(CNP0261443);KNApSAcK:(41466);Natural Products:(UNPD25943 UNPD46291 UNPD74085 UNPD137565);PubChem:(98951 927560 6545869 6992260 6992261 10821724 21776426 102190978 102491879);SuperNatural:(SN00002288 SN00001560 SN00002290 SN00002289);CHEBI:(69439);ZINC bio:(ZINC00517327 ZINC01564489 ZINC01564490 ZINC01564491);additional;MeSH:(98951 6992261);Training Set;PubMed	3727478	197.128814697266	239.291710853577	1177_ms2_res_1570
298	1	1	3	0.425239075949167	-120.182649564701	0.474371859296482	34.3314583687643	C4H14N3O2P	[M + H]+	PZHKVQYAMVFAEF	InChI=1S/C4H14N3O2P/c1-6(2)8-10(5)9-7(3)4/h5H2,1-4H3	null	CN(C)OP(N)ON(C)C	-0.300000012	87525880	PubChem:(87525880)	2	168.090576171875	162.833662033081	804_ms2_res_1072
299	1	2	2	0.423487103244882	-14.6774182084277	1	40.7729657380605	C5H11NO2	[M + H]+	KZSNJWFQEVHDMF	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	valinium	CC(C)C(C(=O)O)N	-0.246263295	1182;6287;71563;450561;450563;450608;5237032;5249995;5460778;5460779;5460780;5460782;5460783;10558606;10582777;10630469;10701819;6971018;6971095;10820516;12164856;12169458;10898704;10942401;13000923;13000932;13000937;13000940;13000941;10129939;11051625;10154046;10219417;11815847;11829420;11263496;11274992;16220099;25240090;25240264;25240306;25240814;46932040;54022222;55291455;57616913;57616900;57616925;59610605;59859246;59859251;58203010;71752902;71308955;71308958;87647253;88733505;90791724;89565427;90969676;90477514;90477619;102009866;102009869;102009871;101265969;101337152;102353919;117064718;118175751;123374060;124202801;130464403;129736630;129795394;131698531;131708713;129883848;139024043	HMDB:(883);PubChem class - food;SuperNatural:(SN00237484);ZINC bio:(ZINC00895099 ZINC00896156);additional;HSDB:(72-18-4);MeSH:(1182 6287);Plantcyc:(CPD-3642 VAL);PubMed;NORMAN:(NS00002500);COCONUT:(CNP0082278 CNP0152507);KNApSAcK:(1398);Natural Products:(UNPD88827);PubChem:(1182 6287 71563 450561 450563 450608 5237032 5249995 5460778 5460779 5460780 5460782 5460783 10558606 10582777 10630469 10701819 6971018 6971095 10820516 12164856 12169458 10898704 10942401 13000923 13000932 13000937 13000940 13000941 10129939 11051625 10154046 10219417 11815847 11829420 11263496 11274992 16220099 25240090 25240264 25240306 25240814 46932040 54022222 55291455 57616913 57616900 57616925 59610605 59859246 59859251 58203010 71752902 71308955 71308958 87647253 88733505 90791724 89565427 90969676 90477514 90477619 102009866 102009869 102009871 101265969 101337152 102353919 117064718 118175751 123374060 124202801 130464403 129736630 129795394 131698531 131708713 129883848 139024043);CHEBI:(87977 27477 74338 32856 16414 32852 57762 32860 32859 32855 32851 27266);PubChem class - bio and metabolites;KEGG:(C00183 C16436 C06417);PubChem class - safety and toxic;YMDB:(1000 152);Training Set;PubChem class - drug;Biocyc:(SMA-0000595 VAL CPD1UA-18 CPD-3642)	255847294	118.086456298828	131.481041908264	653_ms2_res_871
300	1	2	2	0.423461173898303	-72.7042378013765	1	146.231398953643	C17H22N2O7	[M + H]+	DXKGTYVHAGCNRR	InChI=1S/C17H22N2O7/c20-7-12-13(21)14(22)15(23)16(26-12)19-11(17(24)25)5-8-6-18-10-4-2-1-3-9(8)10/h1-4,6,11-16,18-23H,5,7H2,(H,24,25)	null	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC3C(C(C(C(O3)CO)O)O)O	-2.9000001	66772965;129866596;134211424	PubChem:(66772965 129866596 134211424)	2	367.149932861328	152.514281272888	753_ms2_res_1004
301	1	2	2	0.423226489323415	-72.7178816664538	1	146.231398953643	C17H22N2O7	[M + H]+	DXKGTYVHAGCNRR	InChI=1S/C17H22N2O7/c20-7-12-13(21)14(22)15(23)16(26-12)19-11(17(24)25)5-8-6-18-10-4-2-1-3-9(8)10/h1-4,6,11-16,18-23H,5,7H2,(H,24,25)	null	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC3C(C(C(C(O3)CO)O)O)O	-2.9000001	66772965;129866596;134211424	PubChem:(66772965 129866596 134211424)	2	367.149871826172	201.600594520569	995_ms2_res_1327
302	1	2	2	0.423226489323415	-72.7178816664538	1	146.231398953643	C17H22N2O7	[M + H]+	DXKGTYVHAGCNRR	InChI=1S/C17H22N2O7/c20-7-12-13(21)14(22)15(23)16(26-12)19-11(17(24)25)5-8-6-18-10-4-2-1-3-9(8)10/h1-4,6,11-16,18-23H,5,7H2,(H,24,25)	null	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC3C(C(C(C(O3)CO)O)O)O	-2.9000001	66772965;129866596;134211424	PubChem:(66772965 129866596 134211424)	2	367.149932861328	156.234569549561	770_ms2_res_1027
303	1	2	2	0.422796071827987	-49.1725489202986	1	56.6195300703406	C16H33NO3	[M + H]+	AOMUHOFOVNGZAN	InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3	Lalmin D	CCCCCCCCCCCC(=O)N(CCO)CCO	3.5	8430;138396113	HMDB:(32358);PubChem class - food;Maconda:(CON00046);additional;HSDB:(120-40-1);MeSH:(8430);PubMed;NORMAN:(NS00010591);COCONUT:(CNP0388189);PubChem:(8430 138396113);CHEBI:(143726);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubChem class - drug	254543470	288.253326416016	514.443111419678	2506_ms2_res_3342
304	2	2	3	0.421903073658205	-137.422909286365	0.596984924623116	84.533696497793	C35H40N4O8	[M + H]+	PYYDMUAKSAQPKJ	InChI=1S/C35H40N4O8/c1-9-20-19(6)34(44)37-25(20)15-24-16(3)22(11-13-26(40)41)30(36-24)33(47-8)31-23(12-14-27(42)43)18(5)28(38-31)32(46-7)29-17(4)21(10-2)35(45)39-29/h9-10,15,33,36,38H,1-2,11-14H2,3-8H3,(H,37,44)(H,39,45)(H,40,41)(H,42,43)	null	CC1=C(NC(=C1CCC(=O)O)C(C2=C(C(=C(N2)C(=C3C(=C(C(=O)N3)C=C)C)OC)C)CCC(=O)O)OC)C=C4C(=C(C(=O)N4)C)C=C	2.0999999	69304975	PubChem:(69304975)	2	645.291625976563	607.202396392822	2972_ms2_res_3971
305	1	2	2	0.42007903230583	-13.9660823885848	1	49.1635319143204	C5H11NO2	[M + H]+	KZSNJWFQEVHDMF	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	valinium	CC(C)C(C(=O)O)N	-0.246263295	1182;6287;71563;450561;450563;450608;5237032;5249995;5460778;5460779;5460780;5460782;5460783;10558606;10582777;10630469;10701819;6971018;6971095;10820516;12164856;12169458;10898704;10942401;13000923;13000932;13000937;13000940;13000941;10129939;11051625;10154046;10219417;11815847;11829420;11263496;11274992;16220099;25240090;25240264;25240306;25240814;46932040;54022222;55291455;57616913;57616900;57616925;59610605;59859246;59859251;58203010;71752902;71308955;71308958;87647253;88733505;90791724;89565427;90969676;90477514;90477619;102009866;102009869;102009871;101265969;101337152;102353919;117064718;118175751;123374060;124202801;130464403;129736630;129795394;131698531;131708713;129883848;139024043	HMDB:(883);PubChem class - food;SuperNatural:(SN00237484);ZINC bio:(ZINC00895099 ZINC00896156);additional;HSDB:(72-18-4);MeSH:(1182 6287);Plantcyc:(CPD-3642 VAL);PubMed;NORMAN:(NS00002500);COCONUT:(CNP0082278 CNP0152507);KNApSAcK:(1398);Natural Products:(UNPD88827);PubChem:(1182 6287 71563 450561 450563 450608 5237032 5249995 5460778 5460779 5460780 5460782 5460783 10558606 10582777 10630469 10701819 6971018 6971095 10820516 12164856 12169458 10898704 10942401 13000923 13000932 13000937 13000940 13000941 10129939 11051625 10154046 10219417 11815847 11829420 11263496 11274992 16220099 25240090 25240264 25240306 25240814 46932040 54022222 55291455 57616913 57616900 57616925 59610605 59859246 59859251 58203010 71752902 71308955 71308958 87647253 88733505 90791724 89565427 90969676 90477514 90477619 102009866 102009869 102009871 101265969 101337152 102353919 117064718 118175751 123374060 124202801 130464403 129736630 129795394 131698531 131708713 129883848 139024043);CHEBI:(87977 27477 74338 32856 16414 32852 57762 32860 32859 32855 32851 27266);PubChem class - bio and metabolites;KEGG:(C00183 C16436 C06417);PubChem class - safety and toxic;YMDB:(1000 152);Training Set;PubChem class - drug;Biocyc:(SMA-0000595 VAL CPD1UA-18 CPD-3642)	255847294	118.086479187012	156.977663040161	774_ms2_res_1032
